S.No,Latitude,Longitude,Elevation (m),Slope (°),Annual Rainfall (mm),Clay content (%),Sand content (%),Silt content (%),Vol. water content at -10 kPa (%),Vol. water content at -33 kPa (%),Vol. water content at -1500 kPa (%),Soil moisture (m³/m³),Land cover,Distance to road (m),State,District,Subdivision / Taluk,Material Involved,Initiation Year,Elevation Band,Slope Band,Rainfall Band,Road Distance Band,Decade,Elevation Band Sort,Slope Band Sort,Rainfall Band Sort,Road Distance Band Sort
20114,29.563324,79.463238,1046.0,46.41,1790.0,24.8,30.9,44.3,39.5,33.7,16.2,0.162,Grassland,265.6,Uttarakhand,Almora,Ranikhet,Rock,2010,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
20117,29.56447,79.356111,1027.0,38.75,1796.0,21.8,34.7,43.4,40.4,34.0,15.5,0.155,Grassland,18.0,Uttarakhand,Nainital,Betalghat,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20118,29.565062,79.262501,854.0,39.45,1790.0,23.6,33.3,43.1,39.3,35.3,15.4,0.154,Tree cover,27.2,Uttarakhand,Almora,Machhor,Debris,2017,500–1000 m,30–40°,1500–2000 mm,10–50 m,2010s,2,4,2,2
20119,29.565344,79.352622,1040.0,40.45,1796.0,22.2,35.3,42.5,40.2,34.1,16.0,0.16,Grassland,5.6,Uttarakhand,Nainital,Betalghat,Rock,2017,1000–1500 m,40–50°,1500–2000 mm,0–10 m,2010s,3,5,2,1
20120,29.565387,79.350924,1048.0,34.97,1796.0,22.3,35.0,42.8,40.2,34.1,16.0,0.16,Built-up,1.8,Uttarakhand,Nainital,Betalghat,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20121,29.565468,79.227907,1377.0,42.88,1793.0,23.2,30.8,46.0,39.6,34.9,16.0,0.16,Tree cover,21.5,Uttarakhand,Almora,Machhor,Debris,2016,1000–1500 m,40–50°,1500–2000 mm,10–50 m,2010s,3,5,2,2
20123,29.565761,79.151775,915.0,39.28,1780.0,21.4,36.2,42.5,40.0,34.3,15.8,0.158,Grassland,564.6,Uttarakhand,Almora,Sult,Rock,2014,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20124,29.56598,79.231635,1376.0,43.23,1793.0,23.2,31.7,45.1,39.9,35.0,15.5,0.155,Grassland,42.4,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,40–50°,1500–2000 mm,10–50 m,2010s,3,5,2,2
20126,29.566535,79.21527,1635.0,37.04,1827.0,22.9,30.6,46.5,39.3,35.5,16.2,0.162,Built-up,10.6,Uttarakhand,Almora,Sult,Rock,2017,1500–2000 m,30–40°,1500–2000 mm,10–50 m,2010s,4,4,2,2
20128,29.568114,79.24392,1030.0,38.36,1773.0,22.5,33.5,44.0,39.8,34.8,15.4,0.154,Tree cover,24.0,Uttarakhand,Almora,Machhor,Debris,2017,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20132,29.568785,79.160047,1252.0,39.97,1781.0,20.8,33.2,46.0,39.9,34.5,15.3,0.153,Grassland,5.2,Uttarakhand,Almora,Machhor,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20134,29.569622,79.340426,1053.0,32.52,1777.0,23.3,33.8,42.9,39.8,34.9,16.9,0.169,Tree cover,24.5,Uttarakhand,Nainital,Betalghat,Debris,2011,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20137,29.570169,79.246095,1098.0,52.18,1773.0,22.3,33.7,44.0,39.8,34.8,15.4,0.154,Grassland,94.5,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,>50°,1500–2000 mm,50–100 m,2010s,3,6,2,3
20138,29.570559,79.461211,1123.0,47.3,1779.0,23.2,32.9,43.9,39.8,34.0,16.5,0.165,Grassland,931.9,Uttarakhand,Almora,Ranikhet,Rock,2010,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
20140,29.57106,79.252089,1031.0,41.06,1773.0,23.0,33.4,43.6,39.8,34.8,15.4,0.154,Tree cover,116.3,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
20142,29.571608,79.166608,1187.0,46.23,1781.0,21.0,33.2,45.8,39.9,34.5,15.3,0.153,Grassland,161.2,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
20143,29.571724,79.165075,1236.0,38.34,1781.0,20.8,33.0,46.2,39.9,34.5,15.3,0.153,Grassland,80.0,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,30–40°,1500–2000 mm,50–100 m,2010s,3,4,2,3
20146,29.572519,79.16607,1239.0,40.49,1781.0,20.8,33.0,46.2,39.9,34.5,15.3,0.153,Grassland,80.0,Uttarakhand,Almora,Machhor,Rock,2015,1000–1500 m,40–50°,1500–2000 mm,50–100 m,2010s,3,5,2,3
20147,29.573819,79.33811,1030.0,38.7,1777.0,23.2,33.4,43.4,40.0,34.1,15.2,0.152,Tree cover,390.1,Uttarakhand,Nainital,Betalghat,Debris,2011,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
20148,29.573836,80.353159,1075.0,38.06,1739.0,23.6,29.4,47.0,38.4,34.9,14.9,0.149,Grassland,2.7,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2017,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20150,29.575332,79.242916,1249.0,40.08,1764.0,22.8,33.7,43.5,39.1,35.1,16.0,0.16,Tree cover,620.3,Uttarakhand,Almora,Machhor,Rock,2017,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
20152,29.575936,79.170947,1349.0,38.29,1799.0,21.9,31.7,46.4,39.7,34.8,16.1,0.161,Tree cover,79.2,Uttarakhand,Almora,Machhor,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,50–100 m,2010s,3,4,2,3
20153,29.576506,79.340543,1068.0,33.84,1765.0,22.5,33.5,43.9,40.0,34.1,15.2,0.152,Tree cover,313.5,Uttarakhand,Nainital,Betalghat,Rock,2013,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
20158,29.581946,79.175371,1379.0,32.37,1802.0,22.5,32.7,44.8,39.6,34.7,15.3,0.153,Tree cover,19.7,Uttarakhand,Almora,Machhor,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20159,29.584287,79.176148,1363.0,38.8,1796.0,22.7,33.1,44.3,39.6,34.7,15.3,0.153,Tree cover,12.1,Uttarakhand,Almora,Machhor,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20161,29.585772,80.348176,1394.0,26.74,1611.0,21.9,30.0,48.1,39.3,35.5,15.9,0.159,Tree cover,29.8,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2014,1000–1500 m,20–30°,1500–2000 mm,10–50 m,2010s,3,3,2,2
20163,29.587935,80.354206,1380.0,40.2,1610.0,21.9,30.2,47.9,39.3,35.5,15.9,0.159,Tree cover,243.4,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,100–500 m,2010s,3,5,2,4
20166,29.588564,79.43198,1219.0,52.55,1766.0,22.0,33.8,44.2,40.0,34.1,15.7,0.157,Grassland,616.9,Uttarakhand,Almora,Ranikhet,Rock,2011,1000–1500 m,>50°,1500–2000 mm,500–1000 m,2010s,3,6,2,5
20167,29.589722,79.584056,1518.0,20.89,1782.0,22.7,31.6,45.7,40.0,34.2,16.3,0.163,Tree cover,673.2,Uttarakhand,Bageshwar,Almora,Debris,2018,1500–2000 m,20–30°,1500–2000 mm,500–1000 m,2010s,4,3,2,5
20168,29.59,79.0638,650.0,49.1,1731.0,25.7,33.2,41.0,38.8,34.3,14.9,0.149,Grassland,1226.7,Uttarakhand,Almora,Sult,Rock,2010,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
20169,29.590044,80.296667,1822.0,25.19,1639.0,22.6,36.7,40.6,40.4,35.5,17.0,0.17,Tree cover,38.1,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2012,1500–2000 m,20–30°,1500–2000 mm,10–50 m,2010s,4,3,2,2
20170,29.590891,79.327146,1396.0,37.76,1767.0,20.7,33.0,46.3,39.9,35.0,16.1,0.161,Grassland,3.7,Uttarakhand,Nainital,Betalghat,Rock,2014,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20172,29.59247,79.230078,1640.0,39.93,1809.0,21.5,30.9,47.7,39.6,34.9,15.4,0.154,Tree cover,14.8,Uttarakhand,Almora,Machhor,Debris,2017,1500–2000 m,30–40°,1500–2000 mm,10–50 m,2010s,4,4,2,2
20173,29.592647,80.379755,1304.0,24.94,1621.0,22.0,29.2,48.8,37.4,34.7,15.0,0.15,Grassland,1530.3,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2017,1000–1500 m,20–30°,1500–2000 mm,>1000 m,2010s,3,3,2,6
20174,29.594428,79.167676,1096.0,42.69,1745.0,23.5,35.5,41.0,39.5,36.0,15.7,0.157,Tree cover,953.5,Uttarakhand,Almora,Machhor,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
20175,29.595263,79.097637,625.0,28.6,1728.0,26.0,33.2,40.8,38.0,33.8,15.0,0.15,Grassland,21.4,Uttarakhand,Almora,Sult,Debris,2011,500–1000 m,20–30°,1500–2000 mm,10–50 m,2010s,2,3,2,2
20176,29.595297,79.0988,654.0,42.0,1728.0,26.0,33.2,40.8,38.0,33.8,15.0,0.15,Grassland,99.8,Uttarakhand,Almora,Sult,Rock,2014,500–1000 m,40–50°,1500–2000 mm,50–100 m,2010s,2,5,2,3
20177,29.5954,79.0636,578.0,39.81,1727.0,24.5,33.9,41.6,38.6,34.5,15.4,0.154,Tree cover,1826.4,Uttarakhand,Almora,Sult,Rock,2010,500–1000 m,30–40°,1500–2000 mm,>1000 m,2010s,2,4,2,6
20180,29.59842,80.374603,1451.0,33.1,1619.0,21.9,29.7,48.4,37.5,34.5,15.1,0.151,Tree cover,1990.5,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,>1000 m,2010s,3,4,2,6
20181,29.598527,79.088171,665.0,47.66,1716.0,25.2,33.5,41.3,37.8,34.0,15.3,0.153,Grassland,392.4,Uttarakhand,Almora,Sult,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20182,29.598601,79.274904,1682.0,37.42,1933.0,23.6,28.9,47.5,38.7,35.5,16.9,0.169,Grassland,97.7,Uttarakhand,Almora,Bhikiasain,Rock,2014,1500–2000 m,30–40°,1500–2000 mm,50–100 m,2010s,4,4,2,3
20185,29.599263,79.088069,653.0,51.69,1716.0,25.2,33.5,41.3,37.8,34.0,15.3,0.153,Tree cover,353.3,Uttarakhand,Almora,Sult,Rock,2011,500–1000 m,>50°,1500–2000 mm,100–500 m,2010s,2,6,2,4
20186,29.599873,79.088206,637.0,46.69,1716.0,25.3,32.9,41.8,38.9,34.9,16.0,0.16,Tree cover,305.1,Uttarakhand,Almora,Sult,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20187,29.600399,79.0882,639.0,47.62,1725.0,25.3,32.9,41.8,38.9,34.9,16.0,0.16,Grassland,276.8,Uttarakhand,Almora,Sult,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20191,29.603269,79.064462,601.0,42.65,1716.0,25.2,35.1,39.7,38.8,35.0,16.2,0.162,Tree cover,1717.5,Uttarakhand,Almora,Sult,Rock,2010,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
20192,29.604733,80.337558,1681.0,34.93,1645.0,25.2,32.3,42.5,38.0,34.2,16.0,0.16,Tree cover,1187.1,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2016,1500–2000 m,30–40°,1500–2000 mm,>1000 m,2010s,4,4,2,6
20193,29.605502,79.07586,558.0,40.4,1724.0,24.8,33.1,42.1,39.0,34.9,15.1,0.151,Grassland,1431.1,Uttarakhand,Almora,Sult,Rock,2011,500–1000 m,40–50°,1500–2000 mm,>1000 m,2010s,2,5,2,6
20194,29.606667,79.09074,609.0,53.1,1725.0,25.4,33.3,41.4,38.9,34.9,16.0,0.16,Grassland,140.3,Uttarakhand,Almora,Sult,Rock,2011,500–1000 m,>50°,1500–2000 mm,100–500 m,2010s,2,6,2,4
20196,29.608828,79.306039,1481.0,34.94,1766.0,23.8,31.6,44.6,39.8,34.1,15.3,0.153,Built-up,4.5,Uttarakhand,Almora,Bhikiasain,Rock,2015,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20197,29.609432,79.112425,813.0,40.32,1723.0,25.4,33.2,41.3,38.2,34.9,15.9,0.159,Tree cover,19.9,Uttarakhand,Almora,Sult,Rock,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20199,29.611128,79.239187,1303.0,39.65,1739.0,21.9,33.8,44.3,40.1,35.6,16.0,0.16,Tree cover,11.7,Uttarakhand,Almora,Machhor,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20201,29.612701,79.178812,798.0,36.98,1722.0,23.7,34.1,42.2,39.6,35.8,15.6,0.156,Tree cover,1065.3,Uttarakhand,Almora,Sult,Rock,2014,500–1000 m,30–40°,1500–2000 mm,>1000 m,2010s,2,4,2,6
20205,29.615722,79.161139,858.0,34.36,1718.0,23.1,34.8,42.1,39.9,33.7,16.3,0.163,Grassland,229.1,Uttarakhand,Almora,Sult,Debris,2014,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20206,29.616143,79.125247,679.0,48.31,1708.0,25.0,34.1,40.9,39.7,35.3,15.8,0.158,Tree cover,581.5,Uttarakhand,Almora,Sult,Debris,2015,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20209,29.617667,79.16125,868.0,51.72,1715.0,22.4,35.0,42.6,39.9,34.0,16.3,0.163,Tree cover,378.5,Uttarakhand,Almora,Sult,Rock,2014,500–1000 m,>50°,1500–2000 mm,100–500 m,2010s,2,6,2,4
20210,29.617835,79.215985,891.0,47.58,1706.0,24.9,31.9,43.2,39.2,34.8,15.7,0.157,Tree cover,558.1,Uttarakhand,Almora,Machhor,Rock,2017,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20211,29.618156,80.259177,1725.0,34.24,1659.0,22.3,33.8,43.8,39.2,35.5,15.2,0.152,Tree cover,8.1,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2016,1500–2000 m,30–40°,1500–2000 mm,0–10 m,2010s,4,4,2,1
20212,29.618688,79.129281,881.0,48.38,1716.0,24.0,33.6,42.3,39.7,34.9,15.6,0.156,Tree cover,576.6,Uttarakhand,Almora,Sult,Rock,2016,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20213,29.621418,79.083969,981.0,36.01,1717.0,26.4,32.9,40.6,39.1,34.6,15.5,0.155,Tree cover,412.7,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2017,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20215,29.622446,79.219786,844.0,48.78,1714.0,25.3,31.6,43.1,39.2,34.8,15.7,0.157,Tree cover,729.4,Uttarakhand,Almora,Bhikiasain,Rock,2017,500–1000 m,40–50°,1500–2000 mm,500–1000 m,2010s,2,5,2,5
20217,29.624167,79.103222,788.0,28.92,1709.0,24.9,33.7,41.4,39.0,35.8,16.0,0.16,Tree cover,3.2,Uttarakhand,Almora,Sult,Debris,2015,500–1000 m,20–30°,1500–2000 mm,0–10 m,2010s,2,3,2,1
20219,29.625215,79.040688,1086.0,29.51,1714.0,22.5,35.5,42.0,38.9,34.7,15.6,0.156,Tree cover,457.0,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2012,1000–1500 m,20–30°,1500–2000 mm,100–500 m,2010s,3,3,2,4
20223,29.628444,79.149493,1200.0,34.56,1707.0,20.9,35.9,43.2,40.1,34.8,15.6,0.156,Tree cover,22.1,Uttarakhand,Almora,Sult,Debris,2015,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20226,29.629843,79.03881,974.0,39.03,1714.0,25.0,34.8,40.2,39.4,35.4,15.4,0.154,Tree cover,597.3,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20230,29.630989,79.073334,876.0,44.22,1707.0,23.9,34.8,41.3,39.1,34.8,15.5,0.155,Tree cover,30.4,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20231,29.631694,79.062201,981.0,39.46,1710.0,23.0,35.6,41.4,39.3,34.7,15.6,0.156,Tree cover,99.2,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2016,500–1000 m,30–40°,1500–2000 mm,50–100 m,2010s,2,4,2,3
20235,29.632631,79.080085,685.0,42.85,1704.0,23.8,35.4,40.9,39.8,35.2,16.4,0.164,Tree cover,378.8,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,500–1000 m,40–50°,1500–2000 mm,100–500 m,2010s,2,5,2,4
20240,29.634433,79.254016,1400.0,30.43,1745.0,22.2,30.6,47.2,39.2,34.7,16.6,0.166,Grassland,17.4,Uttarakhand,Almora,Bhikiasain,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,10–50 m,2010s,3,4,2,2
20247,29.641536,80.353654,1219.0,32.63,1654.0,24.2,30.4,45.5,36.7,34.2,14.2,0.142,Grassland,1272.2,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,>1000 m,2010s,3,4,2,6
20251,29.6426,79.06758,1108.0,43.27,1695.0,21.7,36.0,42.3,39.6,34.6,15.6,0.156,Tree cover,8.1,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,0–10 m,2010s,3,5,2,1
20252,29.642806,80.354707,1218.0,39.39,1685.0,23.2,30.9,46.0,36.7,34.2,14.2,0.142,Grassland,1415.8,Uttarakhand,Pithoragarh,Pithoragarh,Debris,2017,1000–1500 m,30–40°,1500–2000 mm,>1000 m,2010s,3,4,2,6
20253,29.643012,80.32502,1631.0,35.98,1651.0,25.2,34.4,40.4,38.1,35.1,15.8,0.158,Tree cover,198.5,Uttarakhand,Pithoragarh,Pithoragarh,Rock,2016,1500–2000 m,30–40°,1500–2000 mm,100–500 m,2010s,4,4,2,4
20265,29.648876,79.047397,1397.0,37.77,1738.0,21.0,35.3,43.7,39.7,35.1,15.2,0.152,Tree cover,646.9,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20267,29.649359,79.209309,1161.0,38.29,1684.0,22.8,34.4,42.8,39.4,34.0,15.9,0.159,Grassland,2.4,Uttarakhand,Almora,Bhikiasain,Rock,2016,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20268,29.6499,79.0468,1379.0,35.25,1738.0,21.3,36.0,42.6,39.7,35.1,15.2,0.152,Grassland,653.3,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20269,29.650776,79.046208,1389.0,38.75,1797.0,20.9,35.5,43.6,39.7,35.1,15.2,0.152,Tree cover,685.8,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20270,29.651,79.0453,1355.0,32.4,1797.0,20.9,35.5,43.6,39.7,35.1,15.2,0.152,Grassland,769.6,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20271,29.651472,79.077919,739.0,35.79,1678.0,23.5,35.7,40.9,39.3,35.9,16.2,0.162,Built-up,9.3,Uttarakhand,Pauri Garhwal,Dhoomakot,Debris,2014,500–1000 m,30–40°,1500–2000 mm,0–10 m,2010s,2,4,2,1
20273,29.653902,79.047244,1480.0,33.58,1797.0,21.4,35.6,43.0,39.2,34.9,16.8,0.168,Grassland,619.9,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,30–40°,1500–2000 mm,500–1000 m,2010s,3,4,2,5
20275,29.654359,79.210911,1174.0,44.64,1685.0,21.7,33.5,44.7,39.8,34.2,15.7,0.157,Tree cover,25.2,Uttarakhand,Almora,Bhikiasain,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,10–50 m,2010s,3,5,2,2
20276,29.6549,79.0407,1349.0,59.87,1733.0,20.7,35.8,43.5,39.7,34.7,15.7,0.157,Grassland,863.3,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,>50°,1500–2000 mm,500–1000 m,2010s,3,6,2,5
20280,29.656813,79.067325,1090.0,48.18,1682.0,21.7,36.1,42.1,39.2,34.7,15.3,0.153,Tree cover,557.6,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2011,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
20292,29.66531,80.269799,1865.0,28.07,1707.0,23.0,32.7,44.2,39.3,35.6,16.5,0.165,Tree cover,27.7,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1500–2000 m,20–30°,1500–2000 mm,10–50 m,2010s,4,3,2,2
20296,29.667054,80.268681,1847.0,19.5,1700.0,23.3,33.7,43.0,39.3,35.6,16.5,0.165,Tree cover,25.8,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1500–2000 m,10–20°,1500–2000 mm,10–50 m,2010s,4,2,2,2
20298,29.667582,80.267611,1842.0,30.05,1700.0,23.3,33.7,43.0,39.3,35.6,16.5,0.165,Tree cover,20.8,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1500–2000 m,30–40°,1500–2000 mm,10–50 m,2010s,4,4,2,2
20299,29.668287,79.07634,826.0,38.63,1663.0,22.7,34.6,42.7,39.9,35.2,15.7,0.157,Tree cover,689.4,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2013,500–1000 m,30–40°,1500–2000 mm,500–1000 m,2010s,2,4,2,5
20301,29.669243,79.076167,856.0,50.46,1663.0,22.7,34.5,42.8,39.9,35.2,15.7,0.157,Grassland,718.5,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2013,500–1000 m,>50°,1500–2000 mm,500–1000 m,2010s,2,6,2,5
20303,29.672028,80.26343,1745.0,27.02,1706.0,23.8,32.2,44.0,38.0,35.1,15.9,0.159,Tree cover,20.2,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1500–2000 m,20–30°,1500–2000 mm,10–50 m,2010s,4,3,2,2
20304,29.672165,80.2623,1786.0,25.63,1706.0,23.8,32.2,44.0,38.0,35.1,15.9,0.159,Tree cover,25.7,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1500–2000 m,20–30°,1500–2000 mm,10–50 m,2010s,4,3,2,2
20310,29.673983,79.273005,837.0,38.02,1651.0,25.0,32.5,42.5,39.8,35.7,15.9,0.159,Grassland,291.3,Uttarakhand,Almora,Bhikiasain,Debris,2017,500–1000 m,30–40°,1500–2000 mm,100–500 m,2010s,2,4,2,4
20313,29.674325,80.269556,1658.0,19.71,1700.0,23.7,32.5,43.8,38.8,35.4,15.2,0.152,Tree cover,41.0,Uttarakhand,Pithoragarh,Kanalichhina,Debris,2016,1500–2000 m,10–20°,1500–2000 mm,10–50 m,2010s,4,2,2,2
20314,29.675059,79.28374,967.0,40.15,1662.0,24.0,33.7,42.3,39.7,34.2,16.4,0.164,Tree cover,42.6,Uttarakhand,Almora,Bhikiasain,Rock,2014,500–1000 m,40–50°,1500–2000 mm,10–50 m,2010s,2,5,2,2
20321,29.679059,79.067813,1127.0,41.39,1662.0,22.0,36.0,42.0,39.6,34.5,15.9,0.159,Grassland,809.1,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
20322,29.681667,79.061107,1231.0,46.3,1673.0,21.3,36.7,42.0,40.0,35.8,15.5,0.155,Tree cover,926.5,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2014,1000–1500 m,40–50°,1500–2000 mm,500–1000 m,2010s,3,5,2,5
20328,29.683904,79.051262,1211.0,49.55,1686.0,20.1,36.7,43.1,39.5,35.4,16.1,0.161,Tree cover,1289.1,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2013,1000–1500 m,40–50°,1500–2000 mm,>1000 m,2010s,3,5,2,6
20331,29.684952,80.287402,1666.0,43.81,1699.0,24.7,33.6,41.7,38.0,35.0,16.3,0.163,Tree cover,40.3,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2012,1500–2000 m,40–50°,1500–2000 mm,10–50 m,2010s,4,5,2,2
20334,29.686914,80.256746,1550.0,23.74,1684.0,22.4,28.8,48.7,38.5,34.5,15.6,0.156,Built-up,4.1,Uttarakhand,Pithoragarh,Devalthal,Rock,2016,1500–2000 m,20–30°,1500–2000 mm,0–10 m,2010s,4,3,2,1
20335,29.687721,79.074614,1105.0,37.42,1660.0,20.6,36.6,42.8,39.2,34.8,15.5,0.155,Tree cover,336.7,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2013,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
20339,29.688968,79.073803,1130.0,26.08,1660.0,20.6,36.6,42.8,39.2,34.8,15.5,0.155,Tree cover,322.6,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2013,1000–1500 m,20–30°,1500–2000 mm,100–500 m,2010s,3,3,2,4
20344,29.69018,79.071683,1252.0,32.02,1660.0,20.7,36.7,42.6,40.1,35.2,14.6,0.146,Grassland,352.1,Uttarakhand,Pauri Garhwal,Dhoomakot,Rock,2013,1000–1500 m,30–40°,1500–2000 mm,100–500 m,2010s,3,4,2,4
20346,29.691396,79.23879,1184.0,33.17,1648.0,21.0,34.0,45.0,39.4,34.0,15.2,0.152,Grassland,0.1,Uttarakhand,Almora,Bhikiasain,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,0–10 m,2010s,3,4,2,1
20348,29.691973,80.314322,1402.0,31.57,1702.0,25.5,34.4,40.2,37.4,33.7,12.8,0.128,Tree cover,1790.9,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,>1000 m,2010s,3,4,2,6
20351,29.692197,80.318907,1365.0,27.98,1696.0,25.3,34.6,40.1,37.3,34.3,13.7,0.137,Tree cover,1857.2,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2014,1000–1500 m,20–30°,1500–2000 mm,>1000 m,2010s,3,3,2,6
20356,29.693414,80.31978,1348.0,32.04,1696.0,25.3,34.6,40.1,37.3,34.3,13.7,0.137,Tree cover,1983.2,Uttarakhand,Pithoragarh,Kanalichhina,Rock,2017,1000–1500 m,30–40°,1500–2000 mm,>1000 m,2010s,3,4,2,6
